,comp_name,comp_star,rev_text
306,NTTデータ,3.7,社員さんから与えられた課題についてグループで取り組む形でした。私のチームは2人で、新規事業の立案を担当していました。週の最後に社員さんにプレゼンする形でした。他のチームはコーディングをしている所もあり、チームによって行っている内容がバラバラだと感じていました。学生同士で考え、社員さんに確認し、フィードバックをもらい訂正する流れをひたすらに繰り返していました。まずは挨拶や基礎的なところを元気よく行う点に気を付けました。また、ワークを行っている際は、自分の意見をしっかりと伝えると同時に周りの意見にも耳を傾け、論理的に進めていく事を注意しました。懇親会などもあり楽しかったです。毎日、お昼ご飯は大勢の社員さんを連れてきてもらい、お話を伺うことができました。インターン中には懇親会が何度かあり、課長や部長とも交流する機会を設けていただきました。たくさん話す場を設けていただき、手厚い対応だと感じました。堅いイメージ。真面目な人が多そう。会社として堅い部分は確かに感じたが、社員さんは気さくに話しかけてくださりとても過ごしやすい環境だと感じました。
307,NTTデータ,3.7,初めに企業説明があり、その後コネクティッドカーを用いた新規サービスを考えた。1チーム6人ほどでアイデアソンを行う。アイデア創出法を数パターン行い、とにかくアイデアをたくさん出した。最後に発表と表彰がある。ワーク後はお酒ありの懇親会。アイデアマラソン。アイデア発想法を4種類ほど行い様々な角度からアイデアを出した。そして「実現可能性」「社会的影響力」「斬新さ」等をポイントに、1つにまとめていった。とにかくアイデアを出すことが重要であったため、どんなにレベルの低いアイデアでも言いやすいような環境を生み出すように意識した。実際、一見あり得なそうなアイデアが最終的に採用されたこともあり、アイデアソンの楽しさを感じた。また参加したPJに関しては相当理解が深まったので、本当に興味があるPJのインターンに参加できればものすごく選考で有利になると後になって思った。実際にPJに参画しおていらっしゃる社員さんが3名ほど参加してくれており、グループを回りながら様々なアドバイスをくれた。一応発表後に順位付けがあったが、高順位のチームはどこも社員さんのアイデアを取り入れたところらしく、社員さんとの密な情報交換が成果につながるワークだった。ホワイト・インテリ・まったりIT企業らしい雰囲気（フランク・インテリ感）・ホワイトさを持ちつつやりがいも大きそうだった
308,NTTデータ,3.7,6チームに分けられ、全チーム同じテーマの課題に取り組む。2日目に中間発表、最終日午前に最終発表を行う。プロジェクト体験として、クライアントに新規事業を提案するワークを行う。途中で何度か上司役の社員にレビューも受けられる。inputを重視されるため情報収集に力を入れるようにする他社のインターンと比較してinputを重視された。NTTdataの社員としてワークに取り組むため、NTTdataがの技術やソリューションを調べることが大切だった。人事の方がしっかり学生を見ていてくださるため、名前も覚えてもらえた。参加者はコミュニケーション能力が高い人が多かった。社員は現場の方でフランクに話してくださった。最終日に懇親会があり、学生時代のことや志望動機なども聞けた。その方がリクルーターになってくださったため、仲良くしておくことをお勧めします。堅い大企業の人若い人の力も強く、多様で優秀な人が多い。
309,NTTデータ,3.7,"テーマは次世代データセンターの企画立案だったが、特に情報や電気や建築の知識が必要な内容ではなく、いろんなテーマについて4人でグループディスカッションをすることが多かった。最終日に自分が考えたデータセンターについて発表する事業部の説明
データセンターの見学
グループワーク
発表の準備
発表4人でずっと一緒にいるため、学生同士はとても仲良くなると思う。5日間でグループディスカッションをたくさん行うのでグループディスカッションのスキルはかなり身につくと思う。社員の方々は基本的にとても優しい。初日と最終日に飲み会がある
本選考ではWEBテストが免除になり、早期選考があるグループワークをたくさん行うので学生同士は結構仲良くなる。つねにどなたか社員さんがついてくれるのでかなり多くの社員さんと関わることになる。またFM事業部にいるSE採用の方々とも一緒に食事をする機会があるデータセンターの設備設計や電気設計を行っている上記に加え不動産事業やオフィス環境など業務内容が幅広い"
310,NTTデータ,3.7,"架空の銀行への事業提案
途中で上司役社員に現状報告する時間がある。
この現状報告では学生をNTTデータの社員として扱うために厳しい指摘を受けることもある。
最終日にプレゼンテーションを行い、優勝を決める。ワーク→上司報告の繰り返し人事社員が常に巡回し、ワークの様子を見て評価をつけているので積極的にワークに取り組む姿勢を見せる必要がある。周りを巻き込む力が必要とされていて、途中から参加する現場社員に質問しに行くことも大切。1日目の夜（お酒とお菓子）
最終日の夜（お酒とケータリング）
の懇親会があり、人事と話すことができる。インターン参加者は冬に特別イベントと早期選考に招待される。夏のインターンが1番難易度が低いようなので、志望度が高い人は絶対に参加しておくべき。参加者とは1日目の懇親会で仲良くなり、そのまま飲みに行った。社員とは懇親会だけでなく、毎日お昼ご飯の時に一緒に食事をするので深く関わることができる。特になし人事社員の1人が高圧的だったため、イメージが悪くなった"
311,NTTデータ,3.7,"地方銀行をクライアントとして想定し、最新技術を用いた業務改善および戦略の策定。
4日目の午前中までひたすらグループワーク。最終日に、クライアント企業の上層部を想定した社員さんに対してプレゼンテーションを行う。配付資料は殆どなく、顧客を想定した若手社員の方へのヒアリングを半日に1回程度行いながらグループで議論する。ヒアリングを行うインターンシップへの参加はこれが唯一だったが、とても難しく感じた。企業側が学生の成長を促す機会としてのインターンシップであると謳っているとおり、企業紹介などは最低限であったように思う。最終日に懇親会。選考への影響はたぶんない。同じグループの学生とは非常に仲良くなれるが、他グループの学生との関わりはほぼない。最終日の懇親会の二次会は全員でやるよう促され、そこで仲良くなれる。
社員さんは人事関係の方が中心で、現場の社員さんの話を聞く機会はあまり多くない。堅い、まじめ明るい人が多い。"
312,NTTデータ,3.7,"データマーケティングの業務体験。私が配属された部署は営業と開発を分かれていたので1日ごとに各チームに入って営業同行や開発、分析の体験をした。実際の業務に関わったり、クライアントの元を訪ねたりした。クライアントの方とお話しする機会もあった。1日目：自己紹介、社員紹介、業務内容説明
2日目〜5日間：実際の業務を体験できるだけ多くの社員さんとコミュニケーションをとることを心がけた。同時並行で進めている案件を手伝うので効率的にこなすようにした。PC作業やエクセルの知識がなかったので効率化に苦労したが、社員さんのサポートがかなり手厚かったので乗り越えられた。インターン中は同じ部署に配属されたもう1人の学生と基本的にはずっと一緒に行動した。配属された部署だけでなく、オフィスでとなりの部署や関わりのある部署の社員さんともコミュニケーションがとれる。営業同行に行った際や昼休みには社員さんと社食で食事をした。堅い企業。真面目な人が多そう。穏やかで優しい人が多い。幅広い案件を扱っていて、関わる人の層も様々。"
313,NTTデータ,3.7,"製造業のお客様向けに提供されているネットワークサービスの内容の検討をし、拡販計画を作成。
また、学生の視点からこのサービスに対して新しい提案をして、より充実したものをお客様に提供出来るようにすること。社員の方が準備してくださった資料を元にサービスの概要を把握。
その後、他社サービスと比較した。全体として、ネットワークの知識が求められるすごく難易度の高い課題だった。しかし、担当してくださった社員の方がすごく面倒見の良い方で文系ながらそれなりの提案をすることが出来た。
注意した点としては、積極的にコミュニケーションを取りに行くこと。OB訪問しやすいように繋がりを作ることを意識していた。早期選考あり。この事業部でのインターンシップ生は自分だけだったので、ほかの参加者との関わりはなかった。
また、職場配属型ということもあって、社員の方とは今まで参加したインターンシップの中で1番深く関わることが出来た。真面目で頭のいい社員の方がたくさんいる企業。今までの印象にプラスして、仕事に対して熱意のある方が多いなと感じた。"
314,NTTデータ,3.7,"クラウドサービスのフィージビリティ策定。
実際に利用しているクラウドサービスの標準機能の評価を行った。標準機能の有用性と現在利用しているシステムと比べての有意性などを評価することで実務への貢献を図った。1、2日目で座学や見学などによる研修を行い、3、4、5日目では自分で手を動かしながら評価するためのコーディングを行った。感想としては、業務を実際に体験し見学させてもらうことで、実務のイメージをより具体化させることができたと感じた。
注意した点としては初めて聞く用語や使うシステムばかりなのでわからないことははっきり伝えてすぐに指導を仰ぐようにしていた。インターン生の担当の社員1名に加えて常に複数名（5名くらい）が声をかけながら助けてくれる環境で非常に助かるし、きさくな方が多い印象だった。
昼食を毎日、異なる部署やチーム、年代の方でご用意してくれていろいろな人から話を聞く機会を用意してくれる。コンプラ重視のかための人が多いイメージコンプラは重視だが、社風字体は風通しがよく気さくで話しやすい人が多い印象"
315,NTTデータ,3.7,仮想上の地方銀行に新しいITサービスを考案し納得させる。自分がNTTデータの社員になった想定で地方銀行に新しいサービスを提案するというもの。社員の方が銀行の社長を演じインタビュー方式で情報を収集する必要あり。数少ない情報からインタビュー形式で情報を得ていくNTTデータだけでなくすべての業種のインターンを受けるうえでの最低限のマナーを教えていただいた。社員の方が取引先の人を真剣に演じてくださったためビジネスマナーを事前に調べ少しでも失礼のないようにきをつけた。後日インターン生限定イベントあり。他の班のメンバーとも仲良くなる機会があった。社員の方は昼ご飯の時に積極的に隣に座りに来てくださりフランクに話しかけてくださった。インターンシップ後にはインターン生全員を連れて居酒屋に連れて行ってくれた。かたい、真面目めちゃくちゃ明るい
316,NTTデータ,3.7,実際の金融機関に訪問し、現場で働く社員の方々から現場のヒアリング、課題の発見を行う。それをもとに1グループ4人で金融機関に向けた新たなサービス、企画の提案を考案する。最終日に社員の方々30人くらいの前で成果の発表会を行なった。上述の通りです。今まで参加したインターンシップでは、ポジティブなフィードバックしかもらうことができませんでしたが、このインターンシップでは、「お客様扱いしない」というようにダメな提案には厳しいことをはっきり言ってくださったので、やる気につながり、大きく成長できたインターンシップだと思います。インターンシップ初日と最終日に懇親会がありました。選考に関係があるとは言えませんが、社員の方々と仲良くなり連絡先の交換などもしていただけるので参加したからこそわかる情報もありました。若手の社員の方々が長い時間インターンに参加している学生のサポートをしてくださいました。社員の方々はみなさんフランクで、気軽に普段の業務や社員の方々の就職活動時のエピソード、世間話などをすることができました。理系が多くいる会社理系、文系さまざまな人が働いている会社。フランクな方が多い。
317,NTTデータ,3.7,"地方銀行の課題ををAIやなどの最新技術を用いた解決案の提案
地方銀行の課題をクライアント役の社員の方からヒアリングするところからはじめ、グループワークにひたすら取り組む。
その後中間発表を経て、最終日に社員の方々の前で発表・1グループ7人×5グループ構成。1グループに理系と文系、院生と学部生が同じくらい、男：女＝5：2だった。
・課題は至ってシンプルで、課題内容に関する知識づけや講義は行われなかった。「地方銀行の課題をAIを用いて解決せよ」というお題に対して、問題の本質な何なのかをクライアント役の社員と話しながら、架空の新しいシステムを提案すると言う流れである。
・配布資料はないが、1人1冊ノートを貰いそれに話をメモするように言われる（PCでのメモは禁じられた）
・初日は主に企業紹介とビジネスの仕組み、グループメンバーの自己紹介と自己分析を行った。企業紹介についてはインターン生のみの情報も教えてもらえる。
・2日目は課題に対するグループワークを行って夕方に全員の前で中間プレゼンを行い、フィードバックを受ける。
・3日目はグループワーク、またビジネスにおいて必要な能力に関する講義を受ける。
・4日目は午前中から全員の前で最終プレゼンを行い、社員が1位と2位を決定する。1位と2位は賞状を受け取る。
・作業環境について、Wi-Fi環境は与えられずテザリングで作業を行うように言われる。1グループは1つホワイトボードを使える。
・社員との関わりについて、グループワークの間は社員は常に部屋の中をまわっていて、質問がある場合に呼び止めてアドバイスをもらうという形式だった。また昼食をご一緒していただき、働き方などの話を伺うことができた。
・グループワークの進め方について、このインターンは実装を行わないのでグループ全員で議論を進めていく形式だった。
・発表は1グループごとに7分ほど、全員の前で行う。pptx形式のテンプレートをもらえるので、それを元にしてスライド作成。
・グループへのFBはあるが個人FBはなし。良かったこととしては、学生と話す時間を多く取ってもらえるので、会社のことや社員さんの実態をより深く知ることができる点である。
悪かった点として、社員がどのような学生を評価しているのかということが如実に表れていた。例えばグループワーク中、少なくても意味のある発言をする学生よりも、多く発言する学生を高評価していたように思う。ワーク中に社員さんがぐるぐる回っている。また昼ごはんを一緒に食べてくれる。初日と最終日に懇親会と飲み会があるので質問やキャリアパスなどはそこで聞いた。設定された時間内ではワークが終わらなかったため、参加者とはほぼ毎日ファミレスで作業をしていた大手企業ならではの堅いイメージフランクで気さくな方が多かった"
318,NTTデータ,3.7,架空の地方銀行を想定し、NTTデータがその銀行の課題を解決するために新たな技術を導入するという設定でした。3日目まではほぼずっとグループワークで案を練り続け、最終日にそれぞれの班がプレゼンをしました。企業説明→グループワーク→プレゼン→懇親会4日間あったが、夜まで残ってプレゼンを完成させるなど、かなりハードなインターンシップでした。初めに考えた案のロジックなどが甘く、2日目に0ベースでまた新たな案を考え直すなど、かなり難しい印象を受けました。社員の方はグループワーク中に歩いていたりして、質問などは自分から行けば応えてくれる雰囲気でした。懇親会が初日と最終日にあり、日中にいなかった社員の方も参加してくれるなどし、様々なお話を聞くことができました。お堅いイメージ柔らかく明るいイメージ
319,NTTデータ,3.7,"4つのテーマごとに行われた1日のインターンだった。13時から20時まで。
グループは6〜8人が8グループあったと思う。
私の回は「コネクティッドカーを活用した新たなビジネス」がテーマだった。
他の回のテーマは「マイナンバー」、「キャッシュレス×購買体験」、「金融×IT」まず人事の方からNTTデータに関する説明。
次に技術開発系の部署の方から、コネクティッドカーの説明を受ける。グループワーク開始。
人事の方から、様々なアイデアの出し方のインプットがあり、それに沿ってアイデアを出していく。今回のインターンシップではここの部分に一番ウェイトがあったと言っても過言ではない。
その後、アイデアをまとめていく。1班5分程度でプレゼン。技術開発系の部署の社員の方々が講評し、順位を決める。最後に社員の方々との懇親会が行われた。それまで新技術の開発に関する話は、説明会や採用HPでは触れられていなかったことなので、NTTデータで新技術に対し取り組んでいる姿勢がしっかりあることやこれからの新ビジネスとして展開していく方針を知ったことで、仕事の面白さを感じシステムの開発しかやっていないようなイメージが変わった。最終プレゼンの後、社内で懇親会が行われる。人事や技術開発系の部署の社員の方々など、様々な社員の方と話すことができた。
ワーク中は、時々人事や技術開発系の部署の社員の方々が回ってきて、ワークを見ていたり、アドバイスを下さる場面があった。アドバイスは発想を面白いと評価してくださったり、もっとこういう要素が欲しいねなどとアイデアの質を高めようと一緒に考えてくださった。システムを受注して開発するイメージ。NTTグループの安定感が強いイメージ。それまで新技術の開発に関する話は、説明会や採用HPでは触れられていなかったことなので、NTTデータで新技術に対し取り組んでいる姿勢がしっかりあることやこれからの新ビジネスとして展開していく方針があること。"
320,NTTデータ,3.7,"ホームページのアクセスログ解析による、改善案の提案。
業務は一人でデータを解析しながら、改善点・課題点を抽出し
その課題に対して具体的な数値を用いて、根拠を示しながら、
プレゼンテーション資料を用意していく。
最終日は部課長を含めた社員の方々10人以上に対して、20分程度のプレゼン。上記に記入済みインターン中は社員の方々が非常に多くのことを助けてくれた。
メンターの方の隣のデスクにいるので、分からないことがあった時には助けていただいた。さらに自分が声をかけなかったときでも時折、メンターの方から声をかけていただき、非常に多くのこと学ぶことが出来た。PJの初日・最終日にあった。
選考への影響はあまりないように思うが、不明。インターンシップ参加者は私一人だったため、他の参加者がいつ・どこで・何をやっていたかは全く分からない。
社員の方々とは非常にインターン中に多くコミュニケーションを取って頂き、多くのことを吸収することができた。大規模な企業で伝統ある日本企業なので、縦割り社会や風通しの悪い会社だと思っていた。風通しがよく、社内公募に代表されるように、多くの社員が自分のやりたいことをできるような環境は整備されていると思った。実際にお世話になった社員の方の中にも社内公募で異動なさった方もいた。"
321,NTTデータ,3.7,"地方銀行にITソリューションを提案する。
1チーム7人で、性別、専攻がバラバラになるよう組まれていた。
1日目：アイスブレイク。
2日目：中間発表。
3日目：台風のため、午前中で終了。
4日目：最終発表と懇親会。顧客役の社員に聞き取りを行い、それをもとに提案内容を詰めていく。
上司役の社員に報告を行うため、そこでアドバイスをもらうことができる。中間発表後、最終発表後以外にも、逐次フィードバックやアドバイスがもらえるため、学べることが多いインターンだった。顧客訪問などの時間はグループごとに決められていたが、アポイントメントを取ることで個別に対応してもらえたため、積極的に動くことが鍵かもしれない。同じグループの学生と昼食をとったため、チームメンバーとは仲良くなれた。
懇親会で社員さんたちと話す機会があり、業務のことだけではなく、プライベートな話もできた。ワーク中も社員さんには質問等に丁寧に対応してもらえた。堅苦しい。和やか。"
322,NTTデータ,3.7,"VR環境下におけるアバターとの表情連携システムの構築
・個人業務
・最終プレゼンあり
・二週間のうち、実務は五日間ほど（環境構築やほかの社員の方の仕事を学んだりするので終日作業というわけではなかった）1.環境構築
2.実務
3.指導員のチェック
4.2,3の繰り返し
5.プレゼン作業時間が短い（残業や仕事の持ち帰りはできない）ため、作業日でない休日も自分で調べるなどして作業をすすめた。インターンが直接選考にかかわるわけではないので気楽に望んでいいと思う。参加しなければ体験できない技術や研究があるので自分の専門以外でも聞きに行くことをお勧めする。最終日に懇親会があったが選考に関係なし社員との距離は近く、一社員として扱われるイメージ。基本作業を進めるだけだが困ったことがあったら逐次質問可能。インターン期間中はほかの参加者との接点はほとんどなかった。インターン後も社員の方との連絡を取ることは可能がっつり研究よりだと思っていたビジネスに応用できるかが大事。
開発はするが研究は少ないかもしれない。"
323,NTTデータ,3.7,"テーマは、架空のクライアント企業が抱える課題をヒアリングやネットの情報収集を通して特定し、NTTデータが提供できるソリューションを提案するというもの。4日あるうち、2日目に中間発表、4日目の午前に最終プレゼンがあります。細かなやり方は指定されないが、基本的に情報収集、ヒアリング→問題特定→クライアントと相談→上司に報告→ソリューションの考案→クライアントと相談→上司に報告→調整→発表という流れでやっていました。他の課題解決型インターンと比べた特徴として、クライアント役の社員がおり、その人たちにヒアリングする機会があること、またそのヒアリングを通じてわかったことを上司に報告する時間があります。情報収集、ヒアリング→問題特定→クライアントと相談→上司に報告→ソリューションの考案→クライアントと相談→上司に報告→調整→発表苦労した点は、クライアントからうまく情報を引き出し本当に感じている課題を見つけること、要点をまとめて上司に報告すること、早いスピード感でソリューションを考案することです。4日の間でインプットのための時間なども設けられており、実質的な時間はタイトでした。そのために限られた情報で意思決定していく難しさはあったと思います。早期選考ありワークでは、クライアント役、上司役として関わることがあります。一方でメンターがついたりはしませんでした。特別に深く関わる機会は少ないため、初日と最終日に行われる懇親会で交流を深めるのが良いかと思います。古き良き大企業、国のお抱え企業新規事業や海外展開にも積極的
一方、信頼と実績がある故に自ら新しいことしていこうという社員の士気は高くなさそうでした。"
324,NTTデータ,3.7,2日目、3日目は中間発表や、上司報告という時間がとられていて、上司役である人事の社員の方からのフィードバックをもらうことができた。最終日はスライドを用いたプレゼンで、最終日の夜に行われる懇親会中に1位と2位の発表があった。チームに分かれて、テーマにおける課題を出し合い新規事業を考え、最終日に発表7人班であったため、何も発言しない人、発表準備でする作業が無い人が生じないように心掛け、手の空いている人に作業をお願いするようにした。インターン時間外に集まったり、電話会議をする班もあったが、生産性を上げて持ち帰る作業を極力減らすようにした。昼休みには、班で集まって食事をとった。その際、人事の方と共にお昼を食べることができた。初日と最終日の夜の懇親会でも、現場の社員の方や人事の方々とお話することができ、その後のイベントでも名前を憶えてくださっていたので、社員方との距離は近いと考えられる。真面目、堅い話しやすい
325,NTTデータ,3.7,"コネクティッドカーが普及した後のサービスを考えよ、という内容。
6人ほどの学生でグループを組み、全6チームで競う。
アイディア出しの方法を教えるなど、ある程度決められた時間配分で進む。
最後にプレゼンを行い、優勝チーム、準優勝チームが決まる。アイディア出し→グループワーク→プレゼン→懇親会アイディア出しの方法を複数教えてもらえたので勉強になった。
社員の方が気さくで質問などがしやすい状況であった。
半日ほどのインターンであるため、事業内容理解はあまりできない。
優勝チームなどの特典はあまりなさそうであった。同じ班の人とは話す機会が多く、意識は高め合えると思う。
社員との関わりは、アイディアソン中はそんなに多いわけではない。
懇親会では人事、現場社員共に話す機会がある。
この現場社員にOB訪問をすることも可能で、連絡先の交換も頼むと快くしてもらえた。堅そう案外フランク、メリハリがある"
326,NTTデータ,3.7,"架空の取引先が設定され、その取引先に対して新しい事業の提案をする
1日目はほとんどが座学になり、1日目の最後の方から課題へのワークとなる。
最終日にプレゼン発表があり、優勝グループを決める。社員の方々が取引先や上司の役を行い、ロールプレイ形式で取引先訪問や上司報告などを複数回行うことが特徴的。取引先、そして取引先の顧客の現状を把握する。それに対して施策をいくつか考え、最後に一つに絞り、さらに具体的な施策内容を考えていく。
取引先の情報はインターン中に順次増えていくので、一から施策を考え直す必要が出てくることもある。文理不問のインターンであり、また時期的にインターンが初めてである学生が多い。そのため、慣れない中でも議論を進め、グループ皆が納得する結論を導き出すのが難しく感じた。
その分、論点の整理や他の人に意見を求めることは積極的に行った。インターンの感想としては、「働く」ということを真剣に考えるきっかけとなり、その後の就職活動においても大変有意義なものとなった。インターン自体はNTTデータの宣伝ではなく、各個人が「どのような環境でどのような仕事をしたいのか、それを実現させるためには何が必要なのか」見つけ出すための糧となることが目的であった。これを考え抜く姿勢は本当に役に立った。当サイト初日と最終日に懇親会がある。
年内にインターン生限定のイベントがあり、3月に入ってすぐに早期選考に応募できる。グループワークなので、グループの学生とは多く関わることができる。グループ外の方とも、懇親会で話すことができた。
社員の方々は親切に質問に対応してくださった。自分から話しかければいくらでもお話ししてくれる。連絡先をいただくこともできた。いわゆるSIer企業という暗めのイメージ明るく信念を持って働いていらっしゃる"
327,NTTデータ,3.7,"架空の地方銀行向けに導入する新システムの要件定義を行うグループワーク。
7人/チームで行った。
4日間をかけて課題に取り組み、最終日にチーム発表。
グループワークの合間に現場社員の講義を聞く時間も設けられた。初日 ：課題発表、チーム内で自己紹介、課題整理、懇親会
2日目：グループワーク、ヒアリング、中間報告向け資料作成
3日目：資料修正、ヒアリング、詳細検討
4日目：資料作成、発表、結果発表、懇親会参加学生は所属も専攻も学年もバラバラで、グループワークに不慣れな学生も少なくない印象だった。
そのため、グループ内の議論のきっかけを作ることに取り組んだ。
4日間という長い間、ほぼグループワークしか行わないので、他のグループの人との交流が少なくなることを懸念して他グループにも積極的に議論をしに行った。選考への影響なし人事社員との関わりは多かったと感じる。
現場の社員とは講義、質問等で関わったが1対1での会話の機会はそれほど多くなかった。
懇親会ではインターンには参加していないが時間の都合が合う社員が参加してくださり、自分の大学のOBの方と話すことができた。NTTデータについて詳しく知らなかったので、会社に対するイメージはなかった。日本最大規模のSIer企業で、大規模案件に強い企業。
IT系ということで文系に敬遠されがちかもしれないが、文系、女性の割合が同業他社に比べて高い。
福利厚生が充実している。"
328,NTTデータ,3.7,"課題：地銀のお客様にシステム提案をする
チーム編成：1チーム7名。最初から人事の方で決まっている。
各日程のタイムスケジュール：
1日目→アイスブレイクと軽いグループワークが何回か。その都度挙手した班が内容を共有。積極性が求められる。夜に懇親会。
2日目以降→地銀のお客様にシステム提案をするワークスタート。5日目まで1つの課題を小分けに進めていくイメージ。途中、何回かプレゼンがある。
5日目→最終プレゼン、懇親会・地銀のお客様役の社員さんがいらっしゃり、その方に何度かヒアリングし、現状の課題や改善点を聞き出す
・それを踏まえ、グループでリサーチ、システムを考える
・途中、お客様へ中間発表する機会もあり、ヒアリングと提案の修正をブラッシュアップしていく
・最終日に前で発表、優勝と準優勝が決まる・グループワークが中心だが、途中で社員さんの話を聞く時間があったり、業界を知ることができる講義があったり、インプットの機会も用意されています。
・顧客役の社員さんはちょっと怖い感じで、と指示があるらしく、ヒアリングは緊張します。影響はないと思います。・お昼ご飯を社員食堂で食べるのですが、その時も社員さんが一緒に食べるので、たくさんお話しできます。
・ワーク中にも、現場の社員さんが来てくれて、自分たちの提案に関する質問などできます。
・チームメンバーとは仲良くなれます。福利厚生充実社員さんはフランク、「IT業界もキラキラしているだけではなく地道で泥臭い」ことを伝えようとしていたように感じました。"
329,NTTデータ,3.7,"NTTデータとして地方銀行の抱える課題をどのようにして解決することができるか。6人1チームになってワークを進めた。途中で顧客訪問として、地方銀行役の社員の方に要望や悩みをヒアリングできる時間がある。そのヒヤリングをもとに施策を考えたり、改善した。ロジカルシンキングに関するインプット
課題の説明
グループワーク
発表グループワークにおいて、提案のなかの「なぜ」の部分を詰めてきちんと説明出来るように準備しておいた。思考の発散と集約をうまく使い分けて、議論を活発に進められるように気をつけていた。IT知識に関してわからないことや、不明確あことが合った場合にはそのままにせず、調べたり社員の型に質問するなどしていた。色々な社員の方とお話する機会だったため、くだけた雰囲気ですこし突っ込んだ質問をすることもできたため仕事や働き方について理解を深めることができた。参加者とは、ワークを通じてとても仲良くなれた。日中で作業が終わらなかったため、夜にすこし残って一緒に作業をしたこともあり、仲が深まった。昼食や1日目の夜、最終日の夜の懇親会で社員の方とたくさん話す機会が合った。カタい、真面目、少し根暗思っていたほどカタくない、真面目、仕事熱心"
330,NTTデータ,3.7,"マイナンバー制度をより利用されるような、新サービスの立案をチームで行う。1チーム6,7人であり、グループワークの際には、チームごとに社員1人がつく。社員に対して質問することも可能。最終プレゼンテーションの後に、順位付けが行われる。アイスブレイク→個人でアイデアを出す→チームのアイデアをまとめる→最終プレゼンテーション前日に体調を崩したことから、なかなかパフォーマンスを出す事は難しかった。アイデアソンということもあり、兎にも角にもアイデアを出すことが求められていると感じた。インターンに参加すると限定イベントに招待され、早期選考に乗ることができるので、NTTデータへの志望度が高い人にはおすすめである。懇親会はあるが、選考への影響はないと考えられるチームメンバーとは、ワークや懇親会で関わる機会が多くある。チームメンバー以外の学生と交流することは難しいと思う。懇親会では、メンター以外の社員も多く参加するので、企業への理解を深めることが出来ると思う。真面目・堅い真面目だが明るい"
331,NTTデータ,3.7,インターンのワークの内容は、NTTデータの持つ技術を利用した新規事業立案であった。またインターン2日目と最終日の夜には飲み会があった。ワークの途中で現場社員によるプロジェクト紹介の時間もいくつかあった。初日に簡単な講義がありその後は自由にグループワークあまり楽しくなかった。インターンのワークにも自由度があまりなく学校のようであった。インターン満足度1位という話もあるが、インターン後にお菓子の送付とともにそのアンケートの記入を求めていたためにアンケート結果としてはそのようになっているだけだと思った。社員と関わる機会は結構あった。ワーク中には1日に数回社員の方からフィードバックを頂けた。また昼は毎食社員さんおよび班のメンバーと食事していた。居残りのワークは禁止されていたが、夜に集まってワークの続きをしていた。ガツガツした人が多いイメージプライベートを重視している人が多いイメージ
332,NTTデータ,3.7,地方銀行の中期経営計画において、最新技術を用いたいと言われており、どのような技術を用いてシステムを構築するかをグループで考えた。1日の始まりはNTTデータについて企業理解を深め、その後は基本的にグループで作業を行った。最終日に各チームで発表を行った。チーム内でアイディアを出し、どのようなシステムにするかを考える。地方銀行役の社員のところに訪問したり、上司役の社員に報告をしたりして、最適なソリューションを考えていった。4日間で意見をまとめて発表しなければならす、課題に対して考えられる時間が短いと感じた。しかし、実際に社会人として働くということはこういうことなんだろうな、と肌で感じることができた。チームで動く時間が多いため、意見を出しやすい雰囲気が早いうちからできるといいと思う。選考への影響はない。インターン中は同じチームの人とは意見を交わすが、基本的に他のチームの人と接する機会はほとんどない。社員も基本的にはテーマを与えてから見守り、向こうから声をかけてくることはない。しかし、分からないことや相談したいことがあると話を聞いてくれる。プログラミングとかが好きな人が多そう必ずしもプログラミングの知識が必要なわけではない。社員の方は皆さん明るい。
333,NTTデータ,3.7,"「地方銀行の問題を解決するような新たなシステムの考案」
最初に地方銀行役の社員にヒアリングに行き、問題点を洗い出す
次にその問題点について仮説を立て、解決となるアイデアを出す
上司役に顧客ヒアリングの結果を報告する
もう一度ヒアリングし、仮説検証や細かい前提確認を行う7人1班、最終発表はパワーポイントで13分、勝敗あり
実際の業務に近い形であり、とてもためになった。説明→ワーク→発表（中間発表あり）4日間のうち最終日が発表で、あとの3日間はワークが中心となる。朝から晩まで頭を使ってひたすら考えるため、頭痛がするほと疲れた。ワーク中は役割分担をしたり残って議論したりした。最終的に発表まで持っていくことが出来たときは、達成感がある。周りの参加学生のレベルが高く、いい意味で刺激を受け、もっと頑張ろうという気持ちになった。ワーク中に困ったことがあればいつでも質問できる社員さんがいる。年齢もそこまで離れていないため最終日には仲良くなっている。顧客役、上司役の社員さんと関わる機会が多い。最終日は会社内の食堂で懇親会が行われ、自由に話したい人と話すことが出来る。お酒が入っているせいか、だいぶフランクな話もすることができた。インターン前はSIerが読めないくらい、何をしているのかわからなかった。
社員さんも理系が多く地味なのではという印象だった。SIerは社会に貢献できる職種のひとつであると知った。
そこから繋がって多種多様な業務に関われそうだった。
また社員さんはたしかにあまり多くを話さない人が多いが、文系もたくさんいて、優しい人が多かった。"
